plate,state,license_type,summons_number,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,issuing_agency,summons_image,violation_time,county,violation_status,issue_date,judgment_entry_date
AS690R,NY,PAS,4879535357,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWHBPVkUweFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:43P,QN,,12/31/2023,
EGA9273,NY,PAS,4879534869,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWHBPUkdjeVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:33P,ST,,12/31/2023,
KNZ6418,NY,PAS,4879534020,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWHBPUkVGNVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:15P,BK,,12/31/2023,
LBJ2451,NY,PAS,4879533798,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWHBOZW1NMVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:11P,ST,,12/31/2023,
JLG5934,NY,PAS,4879533543,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWHBOZWxVd1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:06P,QN,,12/31/2023,
N33JBJ,NJ,PAS,4879533117,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWHBOZWtWNFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:55P,QN,,12/31/2023,
GJZ1604,NY,PAS,4879532757,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWHBOYW1NeFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:49P,QN,,12/31/2023,
HMJ5073,NY,PAS,4879531716,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWHBOVkdONFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:31P,BK,,12/31/2023,
T755940C,NY,OMT,4879532060,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWHBOYWtFeVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:38P,BK,,12/31/2023,
KPF7017,NY,PAS,4879532228,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWHBOYWtsNVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:40P,BK,,12/31/2023,
KVH1482,NY,PAS,4879529795,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxQVkdNMVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:35P,QN,,12/31/2023,
HZY9564,NY,PAS,4879530190,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWHBOUkVVMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:44P,QN,,12/31/2023,
HRR9825,NY,PAS,4879530130,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWHBOUkVWNlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:43P,BX,,12/31/2023,
LDY2489,NY,PAS,4879530256,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWHBOUkVreFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:46P,MN,,12/31/2023,
KWN5909,NY,PAS,4879530463,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWHBOUkZFeVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:50P,BK,,12/31/2023,
NFGT66,FL,PAS,4879531029,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWHBOVkVGNVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:12P,BX,,12/31/2023,
KNJ8113,NY,PAS,4879531091,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWHBOVkVFMVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:18P,QN,,12/31/2023,
DZE4993,NY,PAS,4879529291,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxQVkVrMVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:24P,QN,,12/31/2023,
LDF4866,NY,PAS,4879529059,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxQVkVFeFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:20P,BK,,12/31/2023,
KGX8321,NY,PAS,4879528535,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxQUkZWNlRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:10P,BX,,12/31/2023,
KBS6319,NY,PAS,4879528389,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxQUkUwMFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:08P,QN,,12/31/2023,
JLP2440,NY,PAS,4879524220,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxPUkVsNVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:07P,ST,,12/31/2023,
BM81748,CT,PAS,4879524440,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxPUkZFd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:10P,QN,,12/31/2023,
KST7069,NY,PAS,4879524384,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxPUkUwMFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:09P,BX,,12/31/2023,
BDG2509,NY,PAS,4879524906,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxPUkd0M1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:16P,BX,,12/31/2023,
DDP6620,NY,PAS,4879524700,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,25,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxPUkdOM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:13P,BX,HEARING HELD-GUILTY REDUCTION,12/31/2023,
BJ37433,CT,PAS,4879524931,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxPUkd0NlRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:17P,BX,HEARING HELD-GUILTY,12/31/2023,
JBX7322,NY,PAS,4879525108,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxPVkVWM1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:20P,QN,,12/31/2023,
KES3698,NY,PAS,4879525248,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxPVkVrd1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:21P,MN,,12/31/2023,
B91RBR,NJ,PAS,4879525728,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxPVkdONVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:27P,ST,,12/31/2023,
HBX4286,NY,PAS,4879526332,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxPYWsxNlRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:36P,BK,,12/31/2023,
LDF4866,NY,PAS,4879526873,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxPYW1jelRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:43P,BK,,12/31/2023,
HLC5982,NY,PAS,4879526691,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxPYWxrMVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:42P,BX,,12/31/2023,
P92SMZ,NJ,PAS,4879527397,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxPZWswMVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:52P,QN,,12/31/2023,
KNL9555,NY,PAS,4879528225,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxQUkVsNVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:05P,BK,,12/31/2023,
GTS5651,NY,PAS,4879524050,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxPUkVFeFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:04P,BK,,12/31/2023,
HJH2296,NY,PAS,4879524001,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxPUkVGM1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:03P,ST,,12/31/2023,
HKZ5315,NY,PAS,4879523379,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxOZWswelQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:56P,BX,,12/31/2023,
DWF4780,NY,PAS,4879523800,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxOZW1kM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:01P,BK,,12/31/2023,
B68PFZ,NJ,PAS,4879523343,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxOZWswd1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:56P,MN,,12/31/2023,
D52PEM,NJ,PAS,4879522820,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxOYW1kNVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:50P,BK,,12/31/2023,
HTN5929,NY,PAS,4879522764,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxOYW1NeVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:49P,BK,,12/31/2023,
KEK2499,NY,PAS,4879522636,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxOYWxsNlRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:48P,BX,,12/31/2023,
JJT3372,NY,PAS,4879518130,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGhQUkVWNlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:54P,BK,,12/31/2023,
FXM4262,NY,PAS,4879518281,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGhQUkVrMFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:56P,BK,,12/31/2023,
JDE2479,NY,PAS,4879518426,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGhQUkZGNVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:57P,QN,,12/31/2023,
KDX2040,NY,PAS,4879518608,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGhQUkZsM1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:00P,BK,,12/31/2023,
JDR3463,NY,PAS,4879519571,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGhQVkZVelRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:10P,MN,,12/31/2023,
JCJ3933,NY,PAS,4879519583,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGhQVkZVMFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:10P,QN,,12/31/2023,
KUB4054,NY,PAS,4879520263,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxOUkVreVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:20P,QN,,12/31/2023,
JCC7422,NY,PAS,4879520720,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxOUkdONVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:27P,QN,,12/31/2023,
KPP8218,PA,PAS,4879520834,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxOUkdkNlRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:28P,BK,,12/31/2023,
LEA4053,NY,PAS,4879520937,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxOUkd0NlRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:30P,BK,,12/31/2023,
GLA5974,NY,PAS,4879522107,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGxOYWtWM1RuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:42P,QN,,12/31/2023,
Y67KJU,NJ,PAS,4879518001,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGhQUkVGM1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:52P,BK,,12/31/2023,
KZX5671,NY,PAS,4879517410,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGhPZWxGNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:47P,QN,,12/31/2023,
KZK9271,NY,PAS,4879517781,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGhPZW1NMFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:50P,QN,,12/31/2023,
GSB7688,NY,PAS,4879517290,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGhPZWtrMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:46P,BX,,12/31/2023,
JPC7407,NY,PAS,4879515838,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGhPVkdkNlQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:05P,ST,,12/31/2023,
HSL2157,NY,PAS,4879515231,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGhPVkVsNlRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:40P,QN,,12/31/2023,
KWZ6452,NY,PAS,4879515188,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGhPVkVVMFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:39P,QN,,12/31/2023,
LEB9369,NY,PAS,4879515103,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGhPVkVWM1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:38P,QN,,12/31/2023,
FES3256,NY,PAS,4879511316,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGhOVkUxNFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:49P,QN,HEARING HELD-GUILTY,12/31/2023,
KKA8511,NY,PAS,4879511080,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGhOVkVFMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:47P,QN,,12/31/2023,
GXV2347,NY,PAS,4879511330,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGhOVkUxNlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:50P,QN,,12/31/2023,
JLT4906,NY,PAS,4879511948,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGhOVkdzd1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:58P,BK,,12/31/2023,
JBP1588,NY,PAS,4879512977,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGhOYW1zelRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:10P,QN,,12/31/2023,
EFC5448,NY,PAS,4879512989,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGhOYW1zMFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:10P,QN,,12/31/2023,
HCL4225,NY,PAS,4879515000,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGhPVkVGM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:36P,QN,,12/31/2023,
LDD7634,PA,PAS,4879510580,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGhOUkZVMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:42P,BK,,12/31/2023,
PC341226,DE,PAS,4879510099,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGhOUkVFMVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:36P,QN,,12/31/2023,
RERJMR,NY,SRF,4879510282,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGhOUkVrMFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:38P,QN,,12/31/2023,
58433NB,NY,COM,4879510051,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGhOUkVFeFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:36P,QN,HEARING HELD-GUILTY REDUCTION,12/31/2023,
QRN258,NY,PAS,4879508123,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGRQUkVWNVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:16P,QN,,12/31/2023,
